course_id	skill
6390311	augmenter les capacités d'une application avec Vue CLI ;
6390311	créer des composants réutilisables dans Vue.js ;
6390311	gérer les données d'une application.
5922626	Diagnostiquer la crawlabilité de votre site ;
5922626	Corriger des erreurs techniques sur votre site afin d'améliorer sa crawlabilité ;
5922626	Augmenter la vitesse d'un site ;
5922626	Optimiser le SEO d'un site construit avec un framework JavaScript ;
5922626	Optimiser le SEO d'un site multilingue.
7160741	Appliquer le guide de style PEP 8 au code Python.
7160741	Résoudre des problèmes de programmation courants à l’aide de design patterns en Python.
7160741	Appliquer les principes SOLID au code Python.
6691451	coder une page HTML respectant les règles d'accessibilité WCAG avec ARIA ;
6691451	implémenter des éléments interactifs respectant les règles WCAG avec CSS et ARIA.
3504431	comprendre ce qu’est une maquette et qui la fait ;
3504431	ouvrir une maquette dans Photoshop ;
3504431	conceptualiser les composants visuels sous forme d’éléments HTML ;
3504431	séparer le texte des effets visuels ;
3504431	reproduire la structure d’une page en HTML ;
3504431	intégrer une grille Bootstrap pour obtenir une superbe mise en page ;
3504431	ajouter des règles CSS à votre projet.
7471271	développer en programmation réactive avec les Observables ;
7471271	écouter vos utilisateurs avec les formulaires ;
7471271	communiquer avec les serveurs via les requêtes HTTP ;
7471271	rendre votre application modulaire avec les modules.
3504441	la différence entre jQuery et JavaScript ;
3504441	les concepts principaux de JavaScript qu'il faut savoir pour utiliser jQuery ;
3504441	sélectionner des éléments avec jQuery ;
3504441	modifier des éléments avec jQuery ;
3504441	utiliser des évènements pour rendre votre page dynamique et animée.
7150626	Identifier les concepts clés du state management et de Redux.
7150626	Manipuler des states complexes d’une application React avec Redux.
7150626	Déployer Redux dans un projet à grande échelle.
7150626	Optimiser le state management avec des outils de l’écosystème React-Redux.
5353106	Faire vos premiers pas en Kotlin.
5353106	Découvrir les structures de contrôle en Kotlin.
5353106	Optimiser l'écriture de votre code grâce à Kotlin.
7192416	Mettre en place une API simple avec Django REST Framework
7192416	Rendre vos endpoints plus performants
7192416	Sécuriser votre API avec l’authentification
6031886	expliquer le fonctionnement d'une API ;
6031886	lister les avantages du format REST pour une API ;
6031886	utiliser une API dans un projet de développement ;
6031886	décrire la démarche de conception d'une API.
7159296	Identifier le type de bug ;
7159296	Déboguer du HTML et CSS ;
7159296	Déboguer des bugs sur le DOM ;
7159296	Déboguer des bugs sur l’API ;
7159296	Déboguer une application.
4287521	Appréhender les bases de Swift
4287521	Organiser votre code avec les structures de contrôle
4287521	Utiliser les collections et les optionnels
4287521	Clarifier votre code avec les fonctions
4425066	Créer une application web avec Flask
4425066	Organiser un projet MVT (Modèle / Vue / Template)
4425066	Utiliser un ORM pour interagir avec une base de données
4425066	Tester un parcours utilisateur avec des tests fonctionnels et Selenium
4425066	Mettre en ligne une application Flask sur Heroku
6100311	écrire des tests unitaires ;
6100311	affiner des tests unitaires ;
6100311	écrire des tests d'intégration et de bout en bout.
7133336	Comprendre les design patterns grâce à l’orienté objet.
7133336	Maîtriser la création d’objets avec les Creational Design Patterns.
7133336	Structurer les différentes parties d’une application avec les Structural Design Patterns.
7133336	Gérer la communication entre les objets avec les Behavioral Design Patterns.
6398056	documenter votre code pour le rendre maintenable et réutilisable ;
6398056	créer de la documentation pour une architecture.
4117396	Utiliser une chaîne d’outils pour programmer et débuguer sur une cible embarquée
4117396	Appliquer les principes de contrôle du flot d’exécution d’un programme (procédure, interruption)
4117396	Décrire l’architecture d’un microcontrôleur
4117396	Expliquer le fonctionnement des principaux périphériques (timer, interface série, PWM, convertisseur analogique numérique)
4117396	Configurer les principaux périphériques (timer, interface série, PWM, convertisseur analogique numérique)
4668056	Créer un Microservice.
4668056	Tester et améliorer un Microservice.
6391096	identifier les avantages de Bootstrap ;
6391096	créer des mises en page responsives ;
6391096	utiliser les composants d'interface utilisateur de Bootstrap pour afficher le contenu ;
6391096	ajouter de l'interactivité à un site web ;
6391096	créer des fonctionnalités et des thèmes personnalisés à l'aide de Bootstrap.
5641796	identifier les avantages de l'IDE Visual Studio ;
5641796	configurer un projet sur Visual Studio Community Edition ;
5641796	utiliser Visual Studio à toutes les étapes du cycle de vie d’une application.
3504461	Développer avec les méthodes BDD et TDD
3504461	Utiliser le framework Jasmine
3504461	Définir des specifications, suites, résultats attendus, etc.
3504461	Écrire des tests géniaux pour maintenir votre code
4206426	Découvrir l’environnement de développement iOS
4206426	Créer et Configurer votre première application
4206426	Gérer les différentes interactions avec l’interface
4206426	Mettre à jour les données sur notre interface et résoudre les erreurs
4503526	Apprendre le fonctionnement et les principes généraux de Maven
4503526	Intégrer l'utilisation de Maven dans votre IDE (Eclipse et IntelliJ)
4503526	Initialiser un projet Maven
4503526	Organiser un projet Maven multi-modules
4503526	Personnaliser la construction (build) du projet avec des plugins
4503526	Générer un site documentaire du projet et des rapports sur la construction (résultat des tests, qualité du code...)
4504771	"Comprendre les principes SOLID suivants :
Single responsibility principle (responsabilité unique)
Dependency inversion principle (inversion des dépendances)"
4504771	Single responsibility principle (responsabilité unique)
4504771	Dependency inversion principle (inversion des dépendances)
4504771	Comprendre ce qu'est l'inversion de contrôle et l'injection de dépendances
4504771	Apprendre le fonctionnement et les principes généraux de Spring Framework
4504771	Bien organiser un projet s'appuyant sur Spring
7159306	Adopter une bonne stratégie de testing ;
7159306	Écrire des tests unitaires avec JavaScript ;
7159306	Écrire des tests d’intégration avec JavaScript ;
7159306	Assurer la fiabilité d’un produit avec d’autres tests.
7137776	d'intégrer des paramètres de sécurité basiques à vos applications Java,
7137776	de créer une connexion pour votre application Spring à l’aide de OAuth 2.0.
6810956	Structurer du code Java avec l'architecture MVC.
6810956	Appliquer les principes SOLID au code Java.
6810956	Résoudre des problèmes de programmation courants à l'aide de design patterns en Java.
4076871	comprendre la place des robots dans l’histoire des sciences et des techniques
4076871	identifier les principaux composants d’un robot
4076871	expliquer ce qu'est un robot
4076871	utiliser les concepts de base de la programmation pour programmer un robot
4076871	construire un petit robot simple
4076871	vous approprier des activités débranchées (sans ordinateur) autour de la notion de robot
4076871	animer un atelier d’initiation à la robotique
7415611	Améliorer une application en PHP pour respecter les principes SOLID.
7415611	Résoudre des problèmes de conception avec les design patterns.
7709361	Créer une API REST simple avec Symfony
7709361	Perfectionner une API REST avec Symfony
7709361	Tirer profit des outils pour aller plus loin
7192426	Construire une application d’authentification dans Django
7192426	Utiliser des fonctionnalités avancées des modèles et formulaires Django
7192426	Utiliser des fonctionnalités avancées de l’ORM et des gabarits Django
6982461	Connecter une application Java à une base de données relationnelle.
6982461	Récupérer des données stockées en base de données.
6982461	Ajouter, modifier et supprimer des données.
5641591	Décrire le principe, l'intérêt et les types de tests automatiques
5641591	Lister les éléments qui apportent de la valeur à un test automatique
5641591	Utiliser un test unitaire en C#
5641591	Ecrire un test unitaire permettant de trouver une régression dans un code en C#
5641591	Lister les indicateurs de couverture de code
5641591	Expliquer le principe des tests d'intégration
3075566	programmer un programme interactif avec Scratch
3075566	comprendre et transmettre les bases de la pensée informatique
3075566	maîtriser la notion d’algorithme
3075566	partager des premiers grains d’histoire informatique
3075566	utiliser des activités débranchées (sans ordinateur) pour prendre du recul et expliquer la pensée informatique
3075566	animer un atelier d’initiation à la programmation créative
7471281	architecturer des applications Angular avancées ;
7471281	ajouter des animations à une application Angular ;
7471281	créer des formulaires Angular complexes ;
7471281	mettre en place un système de state management réactif sans bibliothèque tierce.
4428411	Écrire une application Android fonctionnelle avec son interface graphique
4428411	Exploiter les capteurs de mouvement sous Android
4428411	Effectuer des requêtes HTTP vers des services REST
4428411	Utiliser des méthodes asynchrones
4428411	Créer une application Android Wear
4428411	Récupérer et afficher une information géolocalisée sur une montre connectée
4568596	Déployer un système de navigation au sein d’une application
4568596	Adapter votre application aux différentes résolutions et orientations d’un terminal
4568596	Implémenter et personnaliser la barre d’outils (Toolbar)
4568596	Créer, gérer et afficher des fragments d’interface
4568596	Optimiser son application sur tablette
4568596	Créer et afficher un menu
4568596	Améliorer la qualité de son code
7527306	Décrire le fonctionnement d’un algorithme ;
7527306	Choisir le type et la structure de données adéquats ;
7527306	Appliquer les concepts avancées de l'algorithmique.
4425126	Utiliser le test-driven development pour ajouter une nouvelle fonctionnalité à un projet.
4425126	Tester efficacement un projet en Python.
4425126	Connaître la librairie Pytest
4425126	Organiser des tests en suivant une approche orientée objet.
4425126	Utiliser un mock pour imiter le résultat d'une requête HTTP.
4872916	Déployer un système d’authentification sur un backend
4872916	Concevoir une architecture NoSQL orientée document
4872916	Sauvegarder et récupérer des données sur un backend
4872916	Gérer et afficher des messages de notification
4087036	Respecter les contraintes de REST et les règles du modèle de maturité de Richardson
4087036	Exposer une API REST avec Symfony
4087036	Sérialisation et désérialisation de ressources
4087036	Authentification et autorisation dans le contexte d'une API REST
4087036	Produire une documentation technique d'API
4810241	utiliser les balises HTML5 liées à la structure et au contenu embarqué ;
4810241	utiliser la balise canvas en HTML5 ;
4810241	ajouter de l'interactivité à des pages web avec HTML5.
5432586	Identifier les concepts, problématiques et marchés liés au domaine des objets connectés
5432586	Expliquer les enjeux liés au domaine des objets connectés
5432586	Identifier les éléments nécessaires au développement des objets connectés
5432586	Identifier les ressources nécessaires à la planification d’un projet d’objet connecté
2582746	Créer une application sous XCode
2582746	Créer des interfaces graphiques avec le Storyboard
2582746	Structurer votre code Swift avec la logique MVC
2582746	Adapter votre application selon la taille de votre appareil (iPhone, iPad, etc.)
2582746	Ajouter de l'interaction dans votre app
2582746	Optimiser votre app avec les threads et les ressources externes (frameworks, librairies...)
2582746	Déployer votre application sur l'App Store
7155851	identifier l’origine des bugs ;
7155851	remonter à la source d’un bug ;
7155851	réparer des bugs.
4087056	Implémenter des tests unitaires avec PHPUnit.
4087056	Utiliser un outil d’intégration continue dans le cycle de vie d’un projet.
4668216	Construire les microservices d’une application
4668216	Mettre en oeuvre les Edge Microservices
4668216	Débugger et maintenir des microservices
7210131	Créer des architectures basées sur les normes du métier.
4425101	Se connecter en SSH à un serveur distant.
4425101	Installer les dépendances nécessaires sur un serveur distant.
4425101	Configurer Nginx et Gunicorn pour une application Django.
4425101	Utiliser un service de supervision pour Gunicorn.
4425101	Créer un processus d'intégration continue.
4568576	Télécharger des données distantes
4568576	Programmer et exécuter une tâche en arrière plan
4568576	Afficher une liste de données avec une RecyclerView et un Adapter
4568576	Créer une vue personnalisée
4568576	Améliorer la qualité de son code
7155841	Écrire des tests unitaires.
7155841	Tester une application web à l’aide de Pytest.
7155841	Optimiser vos test unitaires.
7155841	Compléter votre suite de tests avec des tests d’intégration, fonctionnels et de performance.
4568746	Maîtriser le fonctionnement du système de stockage sur Androïd
4568746	Stocker et récupérer des informations en langage SQL
4568746	Implémenter une architecture pérenne sur Android
4504856	Concevoir une application web avec une approche par composants
4504856	Créer un web service SOAP
4504856	Isoler et déployer une application dans des conteneurs grâce à Docker
4504856	Sélectionner les langages de programmation adaptés pour le développement de l’application
4504856	Interagir avec des composants externes
4446991	Appréhender la programmation orientée objet
4446991	Maîtriser les classes avec Swift
4446991	Enrichir vos objets avec l’héritage
4446991	Développer votre expertise en POO
7392231	Connecter une application Spring à une base de données NoSQL
7392231	Récupérer des données avec Spring Data MongoDB
7392231	Créer, modifier et supprimer des données avec Spring Data MongoDB
6692416	identifier des méthodologies, des outils, et le vocabulaire clés du débug ;
6692416	enquêter sur un bug avec un débugger Java ;
6692416	réparer des bugs avec VisualVM, JConsole, et des techniques de log.
7137741	Analyser l’architecture d’une application existante.
7137741	Séparer les couches d’application avec le Modèle-Vue-Contrôleur et la refactorisation.
7137741	Implémenter la communication entre les couches d’application.
4087076	Implémenter des tests fonctionnels au travers des composants offerts par Symfony.
5079046	Comprendre les enjeux de la mise en place d’une architecture de service pour les objets connectés
5079046	Savoir positionner les standards principaux de l’Internet des Objets
5079046	Identifier des solutions fournies par les intergiciels pour les objets connectés en termes de  sécurité, de schémas de communication et de représentation des données
5079046	"Déployer une architecture conforme à un standard et mettre en place un système du réseau de capteurs aux services 
Déployer et configurer une architecture IoT en utilisant OM2M
Interagir avec les objets en utilisant une architecture REST"
5079046	Déployer et configurer une architecture IoT en utilisant OM2M
5079046	Interagir avec les objets en utilisant une architecture REST
5559091	Contrôler le flot d'exécution d'un code C# avec le débogueur de Visual Studio
5559091	Visualiser et modifier ses données dans le débogueur de Visual Studio
4939956	Utiliser l’outillage à votre disposition dans une application Symfony
4939956	Identifier et résoudre un problème de performance à l'aide de Blackfire.io
4939956	Écrire des tests de performance robustes dans le temps
4504796	Architecturer le code d’une application avec le modèle MVC
4504796	Gérer correctement les assets d’une application
4504796	Implémenter une interface à partir d’un brief d’un designer
4504796	Utiliser les structures en Swift
4504796	Interpréter les gestes de l’utilisateur sur l’écran tactile
4504796	Créer des animations simples
4504796	Maîtriser les composants incontournables d’iOS (UIViewController et UIView)
4568526	Débugger, corriger et améliorer votre code.
4568526	Écrire des tests unitaires.
4504841	Gérer la navigation dans votre application
4504841	Utiliser les principaux composants d’un formulaire.
4504841	Valider votre formulaire.
4570776	Connaître les différentes tailles d’écran en iOS.
4570776	Placer vos vues avec AutoLayout.
4570776	Adapter votre interface avec les catégories de taille.
4871351	Faire des appels réseaux simples
4871351	Professionnaliser vos requêtes
4871351	Tester votre appel réseau
4871351	Gérer les erreurs proprement
4729291	Analyser une pile de plantage
4729291	Créer des points d’arrêts
4729291	Utiliser le débugueur
4729291	Installer un linter pour contrôler la syntaxe
4729291	Définir votre stratégie de test
4729291	Créer des tests unitaires
4729291	Inspecter la couverture de vos tests
4729291	Développer en test driven development
4871481	Comprendre les différentes options pour la persistance des données en iOS
4871481	Sauvegarder les préférences utilisateurs avec UserDefaults
4871481	Utiliser la base de données Core Data
4871481	Gérer une base de données relationnelle avec Core Data
4504866	Utiliser les protocoles pour créer des interfaces homogènes.
4504866	Créer et remplir une TableView.
4504866	Créer une cellule customisée.
7688581	Collaborer efficacement grâce à Git et GitHub ;
7688581	Personnaliser votre usage de Git et GitHub en fonction de vos besoins.
7693926	d’intégrer une équipe agile ;
7693926	de réaliser un Sprint.
7192596	réserver un nom de domaine
7192596	choisir un hébergeur, et comprendre comment cela fonctionne
7192596	utiliser un client FTP pour transférer des fichiers et procéder à la mise en ligne
4507926	constituer une équipe agile avec le modèle de Tuckman ;
4507926	intégrer les besoins d'utilisateurs ;
4507926	utiliser des outils visuels de gestion de projet agile.
4296701	Analyser et recueillir des besoins client
4296701	Préparer, organiser, animer des réunions et en rendre compte
4296701	Construire un planning de réalisation sous forme de diagramme de Gantt
4296701	Estimer les coûts d'un projet
4296701	Formuler et présenter une proposition commerciale
4296701	Rédiger un cahier des charges fonctionnel
4296701	Rédiger un cahier des charges technique
4296701	Structurer et encadrer une équipe pluridisciplinaire
4511226	Définir les rôles de votre équipe Scrum
4511226	Gérer les itérations de votre équipe
4511226	Contrôler le travail de votre équipe
4934581	Travailler efficacement avec votre équipe
4934581	Accompagner la performance de chaque collaborateur
4934581	Contribuer à la réussite de votre entreprise
4192086	à faire des spécifications fonctionnelles,
4192086	à faire des spécifications techniques,
4192086	à différencier les tests,
4192086	les valeurs, les principes et les méthodes Agiles,
4192086	à gérer un projet en utilisant la méthodologie SCRUM,
4192086	à créer et gérer un Backlog.
4104731	Adopter un statut de leader dans votre environnement professionnel – parmi vos collaborateurs, vos collègues et vos supérieurs hiérarchiques (si vous en avez) ;
4104731	Assurer plus aisément et plus efficacement vos responsabilités de manager (fixer des objectifs, motiver vos collaborateurs, les évaluer et partager du feedback constructif, traiter les erreurs, etc.) ;
4104731	Exploiter le potentiel collaboratif de vos équipes en conduisant des réunions, et en facilitant la communication et la prise de décision ;
4104731	Mieux gérer les situations de tension professionnelle et garder un équilibre de vie professionnelle et personnelle en développant votre intelligence émotionnelle et organisant votre temps.
5774866	Intégrer une approche d'analyse de risques à un projet ;
5774866	Détecter les risques d'un projet ;
5774866	Prioriser le traitement des risques d'un projet selon leur criticité ;
5774866	Établir un plan de prévention ;
5774866	Présenter votre analyse des risques et les parades identifiées à un tiers.
5780081	Situer le Product Manager dans une entreprise et une équipe ;
5780081	Appréhender les missions du Product Manager ;
5780081	Maîtriser le vocabulaire utile au Product Manager ;
5780081	Décrire comment les Product Managers progressent dans leur carrière ;
5780081	Préparer un entretien pour devenir Product Manager.
5774771	identifier les critères pertinents pour son benchmark ;
5774771	récolter des informations pour son benchmark en s'appuyant sur des outils ;
5774771	restituer clairement les informations de son benchmark dans une synthèse.
5228291	Définir ce qu’est le BIM
5228291	Analyser le BIM à travers le cycle de vie d’un ouvrage
5228291	Présenter les membres d’une équipe BIM
5228291	Analyser et définir les Usages BIM du projet
5228291	Organiser une maquette numérique
5228291	Comprendre les niveaux de développement
5228291	Analyser les processus BIM
5228291	Définir l’infrastructure numérique du BIM
5778386	Définir une vision produit ;
5778386	Ordonner un backlog pour alimenter une roadmap ;
5778386	Prioriser les évolutions d'un produit ;
5778386	Créer un support pour partager une roadmap avec vos collègues.
7203866	Préparer votre passage à l’agilité à l’échelle.
7203866	Lancer votre passage à l’agilité à l’échelle.
5228301	Décrire l'environnement national et international du BIM
5228301	Décrire l'environnement réglementaire, normatif et juridique du BIM en France
5228301	Lister les applications, les avantages et risques liés au BIM
5218141	Identifier vos compétences et leurs réalisations
5218141	Comparer votre niveau de compétence à celui de votre métier cible
5218141	Définir votre projet professionnel
5218141	Identifier les caractéristiques du marché du travail
5218141	Organiser votre veille du marché du travail
5218221	Rédiger efficacement votre CV
5218221	Maîtriser votre e-réputation
5218221	Optimiser votre profil sur LinkedIn
5218221	Composer votre ePortfolio
5218221	Adapter vos outils de recherche d’emploi à votre projet
5218241	Décrypter une offre et valoriser votre candidature
5218241	Rédiger des lettres de motivation ciblées
5218241	Réussir vos entretiens de recrutement
5218241	Piloter votre recherche d’emploi (tableau de bord et indicateurs)
5754261	Élaborer une stratégie de networking pertinente pour atteindre ses objectifs
5754261	Optimiser sa présence digitale sur ses réseaux professionnels
5754261	Entretenir ses réseaux actuels et futurs en leur apportant de la valeur
6045521	Décrire les bonnes pratiques pour réussir une discussion technique ;
6045521	Décrire les bonnes pratiques pour résoudre un test d'algorithmique ;
6045521	Réaliser un mini-projet de développement ;
6045521	Défendre vos choix de développement.
6003601	Maîtriser les avantages de l'alternance ;
6003601	Identifier le type de contrat qui correspond à un profil ;
6003601	Décrire les étapes nécessaires à la préparation de la signature d'un contrat en alternance ;
6916261	réussir votre premier jour ;
6916261	vous intégrer dans l’équipe dès la première semaine ;
6916261	communiquer en toute situation ;
3013816	Expliquer l'intérêt du marketing digital et ses champs d'action
3013816	Créer un plan marketing
3013816	Mesurer l'efficacité des actions marketing avec les indicateurs de performances
4805776	Définir vos objectifs de veille
4805776	Identifier des sources d'information
4805776	Accélérer votre veille grâce à des outils
4805776	Intégrer les résultats de votre veille à votre quotidien
4805776	Partager vos connaissances au sein d'une communauté
6144321	identifier les missions du community manager ;
6144321	identifier les réseaux sociaux à animer.
5561431	Intégrer le référencement Web dans la stratégie marketing d'une organisation ;
5561431	Décrire le fonctionnement des moteurs de recherche ;
5561431	Trouver et analyser les bons mots clés pour votre site ;
5561431	Optimiser votre site en respectant les bonnes pratiques SEO on-page ;
5561431	Accélérer votre progression grâce au SEO off-page ;
5561431	Mesurer l'impact de vos efforts SEO.
5725346	intégrer une organisation en tant que community manager ;
5725346	modérer des échanges sur un réseau social ;
5725346	créer des contenus de marque en respectant une charte éditoriale et graphique ;
5725346	créer des contenus riches de manière collaborative.
6067991	préparer un projet d'étude de marché ;
6067991	réaliser une étude de marché ;
6067991	communiquer les résultats de votre étude de marché.
7492811	Découvrir les bases du web analytics
7492811	Explorer des données avec Google Analytics
7492811	Interpréter des données en testant des hypothèses
5594931	Intégrer les réseaux sociaux dans une stratégie marketing et communication ;
5594931	Établir les profils de votre communauté sur ses réseaux sociaux ;
5594931	Sélectionner les réseaux sociaux sur lesquels déployer sa présence ;
5594931	Structurer ses publications sur les réseaux sociaux ;
5594931	Gérer dans le temps un calendrier de diffusion de ses publications.
3829076	Préparer une campagne publicitaire en utilisant des techniques marketing avancées ;
3829076	Créer une campagne sur l’outil publicitaire de Facebook en fonction de la cible à toucher et du budget ;
3829076	Optimiser sa campagne de publicité grâce au monitoring et à l’A/B Testing.
4698761	Appliquer une réflexion marketing à vous-même
4698761	Élaborer une stratégie marketing pour votre marque
4698761	Créer votre plateforme de marque personnelle
4698761	Déployer votre présence sur les bons canaux
4698761	Créer des opportunités professionnelles
4762856	Analyser des données marketing afin de détecter des tendances
4762856	Segmenter vos clients avec la méthode RFM
4762856	Calculer la valeur à vie d’un client ou CLTV
4762856	Mesurer avec précision l’impact de vos actions marketing
4762856	Présenter vos analyses
4762856	Recueillir les besoins en information d’une organisation marketing et communication
4762856	Établir le cahier des charges pour la mise en place d’un SIM
6068001	Concevoir une stratégie d'e-mailing ;
6068001	Rédiger un message convainquant ;
6068001	Envoyer des campagnes marketing ;
6068001	Optimiser la performance des campagnes ;
6068001	Améliorer la délivrabilité de vos envois.
4555171	Communiquer efficacement en utilisant les termes du marketing évènementiel
4555171	Créer un plan de communication évènementiel
4555171	Exécuter et mettre en place des actions de communications
4555171	Animer et relayer de manière efficace un évènement
4555171	Organiser la logistique d’un évènement
4555171	Faire le bilan d’un évènement
7396991	Découvrir le fonctionnement de Google Ads
7396991	Configurer votre campagne Google Ads et créer vos annonces publicitaires
7396991	Piloter et améliorer la performance de vos campagnes
3018506	Créer une charte éditoriale.
3018506	Créer un contenu marketing.
3018506	Diffuser un contenu marketing.
6068011	élaborer votre campagne publicitaire ;
6068011	réaliser une création publicitaire à partir d'un plan média ;
6068011	mesurer l’efficacité et l’impact d’une campagne. 😃
4752336	sensibiliser une organisation à l'importance de la communication interne
4752336	élaborer un plan de communication interne
4752336	déployer un plan de communication interne
4752336	construire le budget de votre communication interne
4752336	mesurer l'efficacité d'une campagne ou action de communication interne
4683376	Réaliser le mapping d’une organisation
4683376	Élaborer une grille d’analyse de la fonction marketing
4683376	Modéliser un parcours client
4683376	Réaliser un audit marketing dans son intégralité
4683376	Formuler des recommandations à partir d'un rapport d'audit
5617106	déterminer le prix d'un produit ou d'une offre de service ;
5617106	piloter une stratégie de pricing ;
5617106	stimuler des ventes grâce aux tactiques de pricing.
4555191	Analyser une identité de marque
4555191	Définir les éléments de langage d'une marque
4555191	Superviser la création des éléments graphiques d'une marque
4555191	Définir une stratégie de communication de marque
4555191	Optimiser une stratégie de moyens
4555191	Piloter votre marque dans le temps
5674851	Positionner vos actions marketing dans un cadre juridique
5674851	Créer une promotion conforme au droit français
5674851	Identifier les risques juridiques de votre projet marketing
5674851	Maîtriser le cadre contractuel d'une action marketing
4813206	maîtriser les règles de l’accueil afin d’assurer la satisfaction des publics ;
4813206	respecter la législation autour de l’accueil ;
4813206	anticiper et répondre de manière adaptée aux besoins des publics fragiles et handicapés ;
4813206	maîtriser les règles fondamentales de la vigilance et de l’alerte ;
4813206	repérer des comportements déviants et y apporter une réponse adéquate.
4694866	Communiquer en utilisant le lexique propre au secteur
4694866	Concevoir une stratégie d’acquisition d’utilisateurs mobile
4694866	Déterminer et suivre ses indicateurs clés de performance
4694866	Optimiser ses campagnes mobile et son budget marketing
4694866	Anticiper et réagir face à des situations imprévues en cours de campagne
7169011	Réaliser l’audit d’e-réputation d’une marque
7169011	Développer une stratégie d’influence
7169011	Gérer une crise de communication
4762936	Fédérer, en interne, autour des enjeux de l’entreprise
4762936	Rendre attractives, à l’extérieur, les valeurs identitaires de l’entreprise
4762936	Mesurer le potentiel et l’impact de la marque employeur
4762936	Contribuer à la promotion de la marque employeur sur les réseaux sociaux
7571821	Identifier les enjeux de l’expérience client omnicanale.
7571821	Cadrer votre stratégie omnicanale.
7571821	Créer une expérience client incluant une dimension omnicanale.
7778566	Cartographier le parcours de vos clients.
7778566	Expliquer ce qui fait une bonne stratégie CRM.
7778566	Préparer et implémenter votre stratégie CRM.
7778251	cadrer l’étude de votre communauté social media ;
7778251	analyser vos données social media ;
7778251	exploiter vos données social media pour améliorer votre ROI.
4669156	Distinguer « savoir » et « compétence ».
4669156	Calibrer les compétences.
4669156	Définir des objectifs pédagogiques.
4669156	Comprendre les différents types d'évaluation.
4669156	Choisir entre plusieurs méthodes pédagogiques.
4669156	Séquencer une formation.
4669156	"Découvrir l'intérêt du ""syllabus augmenté"" et du ""contrat triangulaire""."
4669156	Concevoir les documents de cadrage pédagogique : plan de séquence, syllabus augmenté...
5140556	analyser un besoin de formation ;
5140556	designer un dispositif pertinent ;
5140556	développer celui-ci en équipe ;
5140556	l'implémenter ;
5140556	l’évaluer.
4669216	Réaliser une analyse SWOT
4669216	Préparer efficacement votre projet de cours
4669216	Établir un budget en fonction d’un projet de cours et des ressources à disposition
4669216	Construire un planning avec des échéances à respecter
4669216	Concevoir un contenu adapté à la formation en ligne
4669216	Conduire un projet pédagogique avec une démarche incrémentale et itérative
4669216	Définir des indicateurs clés de performance pour mesurer le succès d'une formation
4669166	Identifier les dimensions de l’engagement.
4669166	Optimiser l'engagement dès la préparation d'une séance de formation.
4669166	Formuler un objectif pédagogique prenant en compte les besoins des apprenants.
4669166	Sélectionner une activité pédagogique permettant d’atteindre un objectif pédagogique.
4669166	Proposer une tâche permettant d’atteindre l’objectif pédagogique.
4669166	Établir une progression en articulant les activités pédagogiques.
4669166	Concevoir une activité pédagogique engageante.
4669166	Formuler une consigne.
4669166	Élaborer un support diaporama pour soutenir la séance.
4669166	Élaborer la feuille de route à destination des apprenants.
5675946	Animer une formation expérientielle
5675946	Identifier les dynamiques de votre groupe d'apprenants
5675946	Construire un cadre relationnel propice à l'apprentissage
5675946	Maintenir une relation avec les apprenants favorisant l'apprentissage
5675946	Conduire la séance en s'adaptant au groupe d'apprenants
5675946	Conduire les activités participatives
5675946	Mettre en œuvre une animation différenciée
5675946	Constituer des équipes d'apprenants
4669186	Comprendre l'intérêt et les modalités du blended learning
4669186	Identifier la faisabilité de l'hybridation d'une formation
4669186	Sélectionner les activités en présentiel et en distanciel
4669186	Mettre en œuvre l'hybridation d'une formation
4669186	Anticiper les difficultés de déploiement du blended learning
4669246	identifier les différents types d'audits de formation ;
4669246	préparer un audit de formation de manière méthodologique ;
4669246	réaliser un audit de formation ;
4669246	collecter des informations et des données ;
4669246	exploiter les données issues de l'audit ;
4669246	rédiger un rapport d'audit ;
4669246	formuler des recommandations à vos cibles.
4669176	Connaître et identifier les différents rôles de l’évaluation.
4669176	Adopter une posture de formateur-évaluateur compatible avec l'apprentissage.
4669176	Connaître les conditions pour qu'une évaluation soit support pour l'apprentissage.
4669176	Évaluer de façon quantitative une performance-évaluation.
4669176	Donner un feed-back constructif sur une performance.
4669176	Évaluer un objectif pédagogique à différents niveaux.
5197181	identifier les missions de l'évaluateur ;
5197181	évaluer les compétences d'un étudiant ;
5197181	donner des retours constructifs et personnalisés à un étudiant.
7766186	représenter la pédagogie OpenClassrooms ;
7766186	accueillir un nouvel étudiant ;
7766186	réaliser une session de mentorat.
4225026	Maîtriser les différentes étapes de la gestion d’un projet de création informatique personnel : brainstorming, conception, réalisation, test, évaluation (donner et recevoir du feedback)
4225026	Accompagner les enfants dans la gestion d’un projet
4225026	Découvrir les différentes méthodes de gestion de projet, choisir la méthode adaptée à votre projet
4225026	Animer un projet collaboratif (gérer les apprenants, la répartition des tâches, etc.)
4225026	Résoudre des problèmes, les anticiper dès la conception et transmettre ces techniques aux enfants
4225026	Tester un programme, identifier les bugs et débugger
4225026	Transmettre la culture du citoyen numérique : “il vaut mieux savoir coder qu’être programmé”
7880211	identifier les principes clés de la neuropédagogie qui favorisent l’apprentissage ;
7880211	structurer votre formation pour stimuler la mémoire de vos apprenants ;
7880211	organiser vos activités pédagogiques pour stimuler l’engagement de vos apprenants.
7381081	vous lancer dans votre parcours de formation ;
